,title,price,shop,commit
545,深入浅出Python机器学习,44.80,文轩网旗舰店,30+
546,Python数据科学导论,48.70,机械工业出版社,90+
547,Python+Spark 2.0+Hadoop机器学习与大数据实战+生态系统操作与实战指南大数据平台,244.00,书香神州图书专营店,70+
548,Python神经网络编程 深度学习人工智能 机器学习入门教程书籍,46.90,兴阅图书专营店,100+
549,Python数据分析实战,53.90,机械工业出版社,100+
550,python基础教程第2版修订版 (挪)海特兰德 从入门到实践 图灵程序设计丛书,59.80,书香文网图书专营店,10+
551,包邮 教孩子学编程+趣学Python+父与子的编程之旅 全3册 教孩子编程的图书 python,129.00,墨马图书旗舰店,300+
552,Python编程快速上手 Python编程从入门到实践,46.00,墨马图书旗舰店,500+
553,数据分析从入门到进阶,75.90,机械工业出版社,1800+
554,基于Python的Google App Engine编程,83.60,中国电力出版社,2000+
555,MicroPython入门指南,56.10,电子工业出版社,500+
556,函数式Python编程（第2版 影印版 英文版）,67.80,南京东南大学出版社,10+
557,机器学习Web应用,53.10,人民邮电出版社,3900+
558,投资学及其Python应用/高等院校财政金融专业应用型教材,42.90,清华大学出版社,60+
559,正版现货 利用Python进行数据分析（原书第2版）python基础入门到精通书|8050025,77.30,互动创新图书专营店,200+
560,Python Web开发实战,99.80,电子工业出版社,2500+
561,基于PYTHON的金融分析与风险管理,94.40,文轩网旗舰店,3
562,Python金融衍生品大数据分析：建模、模拟、校准与对冲,94.10,电子工业出版社,2.5万+
563,Python程序设计：从基础开发到数据分析（微课版）/21世纪高等学校计算机类课程创新规划教材,60.40,清华大学出版社,10+
564,零基础学Python（图文版）,62.10,人民邮电出版社,400+
565,解析Python网络爬虫：核心技术、Scrapy框架、分布式爬虫,45.50,京东自营,100+
566,现货包邮 DevOps和自动化运维实践/Python/Linux/Unix运维书|8053230,57.80,互动创新图书专营店,50+
567,Python项目案例开发从入门到实战 爬虫、游戏和机器学习 微课版,52.20,文轩网旗舰店,20+
568,包邮 python书籍5册 python核心编程+深度学习的数学+从入门到实践 图书计算机编程语言,270.00,高高国际图书专营店,5
569,Python 3 基础教程,32.00,人民邮电出版社,400+
570,正版 笨办法 学Python 3 基础编程  自学教材书  从入门到实践 编程语言书籍,45.80,弗洛拉图书专营店,70+
571,正版现货 数据结构与算法：Python语言实现/数据库算法/python语言计算机书|1016124,70.80,互动创新图书专营店,400+
572,ABAQUS Python二次开发攻略 CAE分析大系+Python语言在Abaqus中的应用,79.80,蓝墨水图书专营店,80+
573,图灵教育 Python网络爬虫权威指南 第2版 Python 3网络爬虫开发实战入门教程 数据采集,59.25,人民邮电出版社官方旗舰店,9
574,Python强化学习实战：应用OpenAI Gym和TensorFlow精通强化学习和深度强化学习,69.00,华心图书专营店,20+
575,官方正版包邮 Python机器学习与量化投资 Python语言sklearn模块库内置机器学习书籍,39.50,电子工业出版社官方旗舰店,30+
576,【正版】自学是门手艺 李笑来 没有自学能力的人没有未来 全彩 python编程从入门到精通 py,59.80,馨予图书专营店,40+
577,【正版包邮】Python神经网络编程 深度学习人工智能 机器学习入门教程书籍,53.00,葫芦弟弟图书旗舰店,2
578,Python程序设计入门到实战,65.60,清华大学出版社,1500+
579,Python并行编程参考手册（影印版）,62.70,南京东南大学出版社,100+
580,Python安全实践：PythonHacking,36.10,京东自营,6
581,Python语言程序设计基础,28.00,京东自营,20+
582,包邮 [按需印刷]编写高质量代码：改善Python程序的91个建议 计算|3770256,59.00,互动出版网图书专营店,70+
583,python基础教程 零基础学Python3编程从入门到实践  赠源代码/视频课程小甲鱼,62.90,博库网旗舰店,50+
584,机器学习 Python实践,56.10,电子工业出版社,1.9万+
585,Python全栈数据工程师养成攻略（视频讲解版）,40.40,人民邮电出版社,600+
586,编程导论 以Python为舟,61.10,清华大学出版社,100+
587,面向自然语言处理的深度学习 用Python创建神经网络+自然语言处理Python进阶 机器学习深度,320.00,书香神州图书专营店,50+
588,趣学Python编程 青少年儿童编程系列图书,32.30,文轩网旗舰店,100+
589,3本 Python编程从入门到实践+Python核心编程 第3版+Python 3标准库,290.80,华心图书专营店,80+
590,Python数据分析基础,78.30,京东自营,100+
591,Python编程入门 全3册 Python编程从入门到实践 零基础入门学习 基础教程,189.00,墨马图书旗舰店,100+
592,包邮Python3网络爬虫开发实战+Python3爬虫 数据清洗与可视化实战+数据分析入门,152.00,蓝墨水图书专营店,200+
593,Python核心编程第3版 python开发大全 python入门到精通书籍 python,58.80,墨马图书旗舰店,50+
594,现货包邮Python数据分析与数据化运营第2版 宋天龙 在线实时解答案例数据源代码|8060185,83.80,互动创新图书专营店,20+
595,Python Qt GUI与数据可视化编程 pyqt5教程书籍 pyqt5快速开发与,51.40,华心图书专营店,2
596,动手学深度学习 李沐 人工智能机器学习入门书籍教程花书西瓜书周志华推荐 Python神经,59.80,凤凰新华书店旗舰店,20+
597,Python从菜鸟到高手,89.30,文轩网旗舰店,100+
598,"电子数据取证与Python方法 (美) Chet Hosmer (切特 霍斯默),张俊 9",33.93,博远慧达图书专营店,9
599,包邮现货Effective Python：编写高质量Python代码的59个有效方法|4912460,38.30,互动创新图书专营店,100+
600,包邮现货Effective Python：编写高质量Python代码的59个有效方法|4912460,38.30,互动创新图书专营店,100+
601,PYTHON程序设计实战教程：零基础到精通,44.20,京东自营,4
602,现货包邮 R语言实战第2版 [R in Action:Data Analysis and],73.90,荣丰通达图书专营店,200+
603,【R】基于Python的金融分析与风险管理 斯文著 科技金融大数据风控金融分析师教程量化交易金融预售,82.00,三新文化图书专营店,20+
604,包邮Python机器学习 5个数据科学家案例解析+ 机器学习 周志华西瓜书机器学习入门书 2本,101.00,书海寻梦图书专营店,90+
605,Python黑客攻防入门,48.20,人民邮电出版社,1100+
606,2册 小天才学Python（教学指导）Python编程指导书 让孩子掌握Python语言和基本编程,51.50,蓝墨水图书专营店,10
607,Python快速编程入门,29.40,文轩网教育考试专营店,3
608,增强型分析：AI驱动的数据分析、业务决策与案例实践,84.60,机械工业出版社,2800+
609,Python机器学习手册：从数据预处理到深度学习,44.50,电子工业出版社官方旗舰店,8
610,Python数据科学手册,76.30,翰诚图书专营店,10+
611,Python程序设计――从基础入门到实战应用,56.10,电子工业出版社,7
612,Python 3.x全栈开发从入门到精通,94.10,京东自营,2700+
613,包邮 Python 3标准库 华章程序员书库|8052829,129.30,互动出版网图书专营店,100+
614,机器学习线性代数基础:PYTHON语言描述,34.90,文轩网旗舰店,10+
615,正则指引（第2版）,84.60,电子工业出版社,5700+
616,Python数据挖掘：概念、方法与实践,40.10,京东自营,600+
617,Python基础教程（第2版）,42.30,人民邮电出版社,30+
618,父与子的编程之旅 与小卡特一起学Python 中小学生编程少儿编程真好玩入门教程 计算机编程语言书籍,52.80,博库网旗舰店,10+
619,Python+Spark 2.0+Hadoop机器学习与大数据实战,66.40,文轩网旗舰店,50+
620,麦昆机器人和Micro:bit图形化编程（STEM教育丛书）,56.10,清华大学出版社,8
621,玩转Python轻松过二级,42.90,清华大学出版社,100+
622,2本 我的Python世界+Python游戏编程入门,64.90,华心图书专营店,20+
623,大数据的Python基础,28.70,机械工业出版社,10+
624,Flask Web开发:基于Python的Web应用开发实战 第2版,49.60,文轩网旗舰店,40+
625,Python机器学习实战,46.50,京东自营,100+
626,从芯片到云端：Python物联网全栈开发实践,113.10,电子工业出版社,3900+
627,中国高校创意创新创业教育系列丛书：Python学习从入门到实践,45.60,清华大学出版社,100+
628,程序设计导论：Python语言实践,70.10,机械工业出版社,200+
629,Python程序设计任务驱动式教程,51.60,清华大学出版社,10+
630,Python编程从入门到实战的16堂课（第2版）,75.10,清华大学出版社,10+
631,用Python写网络爬虫 [澳]理查德 劳森(Richard Lawson) 978711,24.75,博远慧达图书专营店,50+
632,Python与有限元,29.50,翔坤图书专营店,3
633,包邮 Python数据分析与数据化运营 第2版 宋天龙|8060185,83.80,互动出版网图书专营店,10+
634,【正版】给Python点颜色 青少年学编程 Python少儿编程 趣味编程 教孩子学编程 编程真好玩,40.00,三新文化图书专营店,10+
635,数据结构与算法 Python语言实现 华章图书 计算机科学丛书,75.20,文轩网旗舰店,50+
636,Python设计模式(第2版),27.90,文轩网旗舰店,30+
637,Python数据处理,71.90,文轩网旗舰店,60+
638,Python量化交易：策略、技巧与实战 量化交易策略 深层次剖析 实战应用案列 普通投资者也能玩转,51.40,翔坤图书专营店,3
639,现货 OpenCV3计算机视觉：Python语言实现 原书第2版 Python入门书,35.30,兴阅图书专营店,20+
640,人工智能开发语言——Python,77.20,化学工业出版社,30+
641,Python语言程序设计,34.10,清华大学出版社,9
642,Python程序设计与算法基础教程 江红、余青松  清华大学出版,42.00,书香神州图书专营店,10+
643,Python数据科学入门,40.00,人民邮电出版社,2.1万+
644,Python快乐编程：网络爬虫/21世纪高等学校计算机专业实用规划教材,43.60,清华大学出版社,6
645,量化投资与Python语言/21世纪经济管理精品教材·金融学系列,30.60,清华大学出版社,60+
646,数据结构（Python版）/21世纪高等学校计算机基础实用规划教材,34.60,清华大学出版社,30+
647,21天学通Python(第2版),45.90,文轩网旗舰店,40+
648,PYTHON编程导论(第2版),51.80,文轩网旗舰店,40+
649,Python科学计算(第2版),86.80,文轩网旗舰店,200+
650,pytest测试实战,66.40,华中科技大学出版社,900+
651,人工智能原理与实践：基于Python语言和TensorFlow,41.70,人民邮电出版社,4
652,Python程序设计与案例教程,37.10,京东自营,10+
653,【套装6本】Python机器学习+神经网络编程+实战+scikit-learn+TensorFlow,278.80,华心图书专营店,20+
654,Python基础教程 第3版Python简明教程书籍 Python编程从入门到实践 灵程序设计丛书,62.00,博库网旗舰店,40+
655,从零开始学Python程序设计,75.10,机械工业出版社,80+
656,现货包邮 Python程序设计基础 第2版 第二版 董付国 清华大学出版社 Python程序设计教材,38.60,华文乐章图书专营店,40+
657,包邮 Python深度学习：基于TensorFlow 计算机与互联网 书|8052596,51.30,互动出版网图书专营店,20+
658,Python金融数据分析 Python，数据分析，金融，金融数据,67.62,安徽新华书店图书专营店,2
659,包邮 Python游戏编程入门 +Python游戏编程快速上手 第4版 2本,89.00,蓝墨水图书专营店,50+
660,正版 剑指Offer 名企面试官精讲典型编程题第2版 java python c 程序员面试宝典,59.00,北京书在梦香图书专营店,20+
661,深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序设计图书,36.75,人民邮电出版社官方旗舰店,10+
662,Selenium自动化测试 基于 Python 语言 web UI测试入门书籍selen,36.75,人民邮电出版社官方旗舰店,10+
663,深度学习之PyTorch实战计算机视觉 PyTorch框架架构开发教程 Python编程技能教,37.90,润知天下图书专营店,2
664,Python大学实用教程,49.40,电子工业出版社,10+
665,量化投资技术分析实战 解码股票与期货交易模型,94.10,电子工业出版社,2100+
666,Excel 数据之美：科学图表与商业图表的绘制（全彩）,65.60,电子工业出版社,6800+
667,PYTHON数据结构与算法分析(第2版),58.10,文轩网旗舰店,10+
668,现货包邮 Python Django Web典型模块开发实战 寇雪松 计算机书籍|8062175,64.30,互动创新图书专营店,10+
669,Python强化学习实战 应用OpenAI Gym和TensorFlow精通强化学习和深,53.10,翔坤图书专营店,4
670,【R】深入理解神经网络 从逻辑回归到CNN Python深度学习入门 tensorflow入门 神经,62.00,三新文化图书专营店,4
671,现货  赠教学视频2500分钟 python从小白到大牛 300个示例源代码,68.00,经纶风图书专营店,10+
672,营销数据科学：用R和Python进行预测分析的建模技术,70.10,机械工业出版社,100+
673,正版 Python程序设计与算法基础教程(第2版)-微课版 大中专教材教辅 大学教材 教材 研究生,41.30,书香神州图书专营店,4
674,包邮疯狂Python讲义+你也能看得懂的Python算法书 pytho编程视频教程书籍,129.00,书海寻梦图书专营店,100+
675,包邮【套装2本】特征工程入门与实践+精通特征工程书籍,90.60,蓝墨水图书专营店,50+
676,Python自然语言处理实战,51.70,文轩网旗舰店,60+
677,Python参考手册 第4版 修订版  计算机编程语言程序员用书,47.60,辽宁出版集团图书专营店,6
678,对比Excel 轻松学习Python数据分析学习数据分析流程操作技术参考 基于Excel P,43.00,广州瑞雅图书专营店,3
679,【现货速发】图解Python-轻松快速掌握实力派脚本语言精华 Python编程入门,48.00,荣丰通达图书专营店,20+
680,包邮2020年3月未来教育 全国计算机等级考试上机考试题库二级Python语言程序设计赠软件,34.80,未来教育官方旗舰店,200+
681,Python数据爬取技术与实战手册,56.80,中国铁道出版社,500+
682,Python人脸识别 从入门到工程实践 王天庆 人脸识别工具书 深度学习原理书 人脸识别引擎实现方法,54.90,兴阅图书专营店,5
683,Python语言程序设计（微课版）（高等院校信息技术规划教材）,43.60,清华大学出版社,4
684,Python程序设计/普通高等教育“十三五”规划教材,54.20,科学出版社,5
685,数据馆员的Python简明手册,43.50,京东自营,10+
686,【套装7本】深度学习入门与实战 基于Python人工智能书籍 机器学习系统方法 神经网络编程 深度,343.30,翔坤图书专营店,2
687,Python网络数据爬取及分析从入门到精通（分析篇）,40.70,北京航空航天大学出版社,100+
688,包邮 Python地理空间分析指南+基于ArcGIS的Python编程 教你如何完成地理信息处理,108.80,春雨图书专营店,60+
689,Python深度学习实战：基于TensorFlow和Keras的聊天机器人以及人脸、物体,69.00,翔坤图书专营店,4
690,全三册  零起点python足彩大数据+Python大数据与量化交易+零起点Python机器学习,133.60,翔坤图书专营店,7
691,Python和Pygame游戏开发指南,31.90,辽宁出版集团图书专营店,3
692,Python3程序设计基础,46.60,京东自营,5
693,现货包邮 知识图谱+python核心编程+入门到实践+数据机器学习+数据结构与算法图解图书计算机编程,280.00,高高国际图书专营店,6
694,机器学习实战 python基础教程指南 美哈林顿 计算机与互联网 新华书店官方正版书籍,49.00,凤凰新华书店旗舰店,50+
695,O'Reilly：Python学习手册（第4版）,83.30,静默时光图书专营店,10+
696,Python数据处理 爬虫抓取数据清洗与分析方法,99.00,华心图书专营店,30+
697,基于Python的金融分析与风险管理 斯文著 量化交易金融市场技术分析期权期货股票书,81.00,兰兴达图书专营店,10+
698,2册 包邮OpenCV 4计算机视觉项目实战 原书第2版+Python人脸识别从入门到工程实践书籍,114.60,荣丰通达图书专营店,8
699,Python测试驱动开发（影印版 英文版）,84.60,南京东南大学出版社,1900+
700,Python基础实例教程（微课版）,40.70,人民邮电出版社,400+
701,趣学Python编程 Jason Briggs编程语言 python入门到精,31.80,友杰图书专营店,30+
702,【套装3本】Python3 网络爬虫开发实战+用Python写网络爬虫 第2版+精通Python爬虫,138.60,翔坤图书专营店,10+
703,相关性搜索：利用Solr与Elasticsearch创建智能应用,94.10,电子工业出版社,4300+
704,Python网络爬虫技术,32.50,人民邮电出版社,1600+
705,Python Docker实战,56.80,清华大学出版社,3.1万+
706,Python学习手册：第4版 涵盖Python2 6和3 X 计算机编程书籍,97.90,天都图书专营店,10+
707,Python编程从入门到实践python基础教程 正品承诺,52.00,馨园青图书专营店,20+
708,零基础学Python,62.40,机械工业出版社,1000+
709,正版 从零开始学Python数据分析与挖掘 刘顺祥,53.30,蓝墨水图书专营店,70+
710,基于ArcGIS的Python编程秘笈(第2版),49.60,文轩网旗舰店,10+
711,Python程序设计案例教程：从入门到机器学习（微课版）,46.60,清华大学出版社,90+
712,Python程序设计基础与应用  计算机专业本 专科程序设计基础课程教材 以及Py,38.80,书虫图书专营店,5
713,正版 Python实用教程 含典型案例视频分析 教学讲义 大学教材 郑阿奇 著 电子工业出版社,54.60,弗洛拉图书专营店,10+
714,（正版）Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),66.00,三新文化图书专营店,70+
715,Python经典实例,111.20,文轩网旗舰店,3
716,Python趣码快乐编程,74.10,秋千童书馆自营店,100+
717,Python程序设计基础教程（慕课版）,33.30,人民邮电出版社,600+
718,【正版】深度学习入门 基于Python的理论与实现 斋藤康毅 Python源代码分析书籍,37.10,三新文化图书专营店,70+
719,毫无障碍学Python编程从入门到实践python3.0绝技核心编程教程网络爬虫入门书籍,42.50,蓝墨水图书专营店,70+
720,啊哈编程星球：一本书入门Python和C++,44.50,电子工业出版社官方旗舰店,3
721,机器学习系统设计：Python语言实现,46.10,机械工业出版社,300+
722,Python高效开发实战Django Tornado Flask Twisted Web框架开发书,61.80,广州瑞雅图书专营店,3
723,创客机器人实战：基于Arduino和树莓派,66.40,机械工业出版社,200+
724,Python数据分析与挖掘实战 张良均 机械工业出版社,48.30,芝麻开门图书专营店,20+
725,Python基础实例教程/普通高等教育“十三五”规划教材（计算机专业群）,27.60,中国水利水电出版社,5
726,【套装3本】剑指Offer+Python 程序员面试算法宝典+数据库程序员面试笔试真题与解析,150.90,华心图书专营店,5
727,深度学习入门 基于Python的理论与实现 鱼书 Python深度学习神经网络编程 书籍,40.50,博库网旗舰店,9
728,Python语言程序设计基础 第 二版  教育部大学计算机课程改革项目规划教材 教,33.30,书虫图书专营店,60+
729,Python程序设计,83.60,电子工业出版社,8
730,PYTHON数据分析基础(第2版)/阮敬/十三五规划教材,101.10,文轩网旗舰店,60+
731,3本 量化投资-以Python为工具+零起点Python大数据与量化交易+机器学习快速入门,198.00,湖南弘道图书专营店,10+
732,大话Python机器学习,46.70,翔坤图书专营店,4
733,Python与量化投资,75.20,文轩网旗舰店,100+
734,包邮 Python自动化运维：技术与最佳实践|3804188,44.80,互动创新图书专营店,40+
735,Python地理数据处理 python数据处理 ArcGIS 矢量数据,59.25,人民邮电出版社官方旗舰店,10+
736,Python程序设计与问题求解（原书第2版）,94.10,机械工业出版社,10+
737,Python金融数据分析,56.60,文轩网旗舰店,3
738,PYTHON 新手学DJANGO 2.0架站的16堂课(第2版),64.80,文轩网旗舰店,10+
739,包邮 Python学习手册:第4版 计算机与互联网 |197976,77.30,互动出版网图书专营店,400+
740,包邮 Python Flask Web开发入门与项目实战|8061306,64.30,互动创新图书专营店,10+
741,图解算法 使用Python,37.70,文轩网旗舰店,20+
742,包邮 数据结构与算法：Python语言描述 裘宗燕|4909472,31.50,互动出版网图书专营店,100+
743,Python与量化投资:从基础到实战 王小川等 9787121338571,56.93,博远慧达图书专营店,10+
744,Python绝技：运用Python成为顶级黑客,39.50,电子工业出版社官方旗舰店,6
745,Python网络编程(Linux),25.40,文轩网旗舰店,10+
746,PYTHON神经网络编程,50.90,文轩网旗舰店,100+
747,包邮 5册 基于Python的金融分析与风险管理+Python金融大数据挖掘与分析全流程详解,368.60,蓝墨水图书专营店,2
748,Python高性能编程,56.00,文轩网旗舰店,60+
749,Python从入门到精通  python编程从入门到实践书籍零基础入门学习从入门到精通pytho,38.30,馨园青图书专营店,10+
750,包邮 OpenCV 3计算机视觉：Python语言实现（原书第2版）|4966057,31.80,互动创新图书专营店,60+
751,【现货】Python金融大数据挖掘与分析全流程详解【超值视频】书籍,50.32,荣丰通达图书专营店,20+
752,Python项目开发案例集锦 Python项目实战基础知识 Python编程从入门项目实践  Pyt,64.00,百华图书专营店,40+
753,PYTHON 3破冰人工智能从入门到实战,44.20,文轩网旗舰店,9
754,Python 3.7编程快速入门 Python3网络爬虫项目开发教程书籍,40.10,蓝墨水图书专营店,6
755,Python微服务开发 python语言编程教程书籍,40.10,蓝墨水图书专营店,10+
756,Python机器学习——数据分析与评分卡建模 微课版,31.30,文轩网旗舰店,10+
757,Python 实战编程：从零学Python,94.50,京东自营,60+
758,计算机科学导论 以Python为舟（第2版）/21世纪高等学校计算机专业实用规划教材,42.90,清华大学出版社,200+
759,贝叶斯思维：统计建模的Python学习法,25.40,翔坤图书专营店,8
760,Python网络爬虫从入门到实践 第2版 唐松 Python爬虫程序数据采集 多线程并发并行爬虫编程,40.00,书海寻梦图书专营店,7
761,Python金融大数据挖掘与分析全流程详解 视频教学金融数据挖掘企业Python量化交易实战股票量化,127.00,书香神州图书专营店,70+
762,包邮 【套装三册】Python程序员面试算法宝典+剑指Offer+数据库程序员面试笔试真题库,145.00,荣丰通达图书专营店,10+
763,小天才学Python+教学指导 scratch少儿趣味编程 小学生C++趣味编程设计,53.60,布克专营店,20+
764,面向自然语言处理的深度学习 用Python创建神经网络+自然语言处理Python进阶 计算机编程开发,210.00,书香神州图书专营店,40+
765,树莓派机器人实战秘笈 第3版+树莓派开发实战+Python树莓派编程书籍 4本,190.00,荣丰通达图书专营店,10+
766,python 语言程序设计教程,44.90,凤凰新华书店旗舰店,7
767,Selenium自动化测试之道——基于Python和Java语言 计算机 软件开发,40.60,弗洛拉图书专营店,70+
768,Python3面向对象编程 第2版 Python3.0编程语言 程序设计 Python3设计模式技,68.00,广州瑞雅图书专营店,10
769,"【R】Python统计分析 建模 数据分析 讲述统计数据分析与应用 Springer""统计和计",53.72,三新文化图书专营店,2
770,像计算机科学家一样思考Python Python核心编程 基础教程 利用python进行数据分析教材,33.90,兴阅图书专营店,10+
771,Python3网络爬虫开发实战 崔庆才 网络数据采集抓取处理分析书籍教程,68.80,友杰图书专营店,30+
772,现货包邮 【扫码看视频】笨办法学python3 基础编程从入门到实践 核心编程语言书籍 计算机程序,42.80,兰兴达图书专营店,1200+
773,Python程序设计案例课堂,65.60,清华大学出版社,300+
774,Python面向对象编程指南,71.10,人民邮电出版社,700+
775,计算机科学概论（第12版）,56.40,人民邮电出版社,2200+
776,Python编程基础与案例集锦（中学版）,46.60,电子工业出版社,100+
777,Python 3.7从零开始学,51.60,文轩网旗舰店,10+
778,面向自然语言处理的深度学习：用Python创建神经网络 帕拉什戈雅尔基于叠加双向LSTM,69.00,翔坤图书专营店,5
779,Python自动化开发实战 黄永祥 Python基础教程书籍,46.70,蓝墨水图书专营店,6
780,2019全国计算机等级考试二级教程 Python语言程序设计+冲刺试卷含线上题库 2本,65.80,布克专营店,500+
781,Python项目开发案例集锦全彩版 python基础教程python编程从入门到实践编程书籍,63.00,润知天下图书专营店,10+
782,正版Abaqus GUI程序开发指南 Python语言+ABAQUS Python二次开发攻略,102.00,华智书源图书专营店,10+
783,包邮 数据结构与算法：Python语言实现 计算机与互联网 |1016124,70.80,互动出版网图书专营店,100+
784,Python网络爬虫*威指南 *二2版 Python 3网络爬虫开发实战入门教程 数据采集数据爬取,51.40,东润堂图书专营店,4
785,包邮ArcGIS从0到1+基于ArcGIS的Python编程秘笈 arcgis python基础教程,122.60,蓝墨水图书专营店,8
786,包邮 从问题到程序：用Python学编程和计算 计算机与互联网 |5850456,38.30,互动出版网图书专营店,3
787,精通数据科学算法,53.10,人民邮电出版社,100+
788,图解Python-轻松快速掌握实力派脚本语言精华 Python编程入门,48.00,中图天下图书专营店,10+
789,Python项目开发案例集锦全彩版 python基础教程python编程从入门到实践编程书籍,64.00,墨马图书旗舰店,20+
790,Python Cookbook 第三版 中文版 第3版 David Beazley著 零基,75.00,墨马图书旗舰店,10+
791,父与子的编程之旅 与小卡特一起学Python 教孩子的图书 入门教程 正品真品,45.00,润知天下图书专营店,60+
792,包邮Django企业开发实战 高效Python Web框架指南+Django 2.0 入门与实践,159.00,蓝墨水图书专营店,20+
793,【正版包邮】流畅的Python python进阶书籍 计算机编程语言 数据分析从入门到实践精通爬虫,98.00,北京金鼎祥图书专营店,90+
794,现货 Python3 网络爬虫开发实战  Scrapy数据分析处理手册 数据抓取指南,66.00,经纶风图书专营店,80+
795,编程超有趣 奇妙Python轻松学 第1辑 超级简单的基础知识 青少年儿童编程系列图书,48.90,文轩网旗舰店,10+
796,Python趣码快乐编程   7-10-12岁少儿童启蒙益智趣味编程零基础入门游戏书籍 小学生课外阅,42.00,思扬图书专营店,2
797,Python 3.7从零开始学 全程视频教学 兄弟连教育组织编写书籍,53.30,蓝墨水图书专营店,40+
798,编程教程软件 Python编程从入门到实践python3.0绝技核心编程基础教程网络爬虫入门书py,56.07,武进新华图书专营店,10+
799,深度学习入门 基于Python的理论与实现 斋藤康毅 Python源代码分析书籍,39.80,蓝墨水图书专营店,100+
800,官方正版 少博士趣学Python 周安琪 青少年Python编程启蒙 绘图软件密码程序设计书籍,39.95,电子工业出版社官方旗舰店,7
801,父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,47.50,三新文化图书专营店,4
802,Python从入门到项目实践 全彩版 明日科技 自学Python软件开发从入门到精通 网格爬虫 Py,53.60,馨园青图书专营店,30+
803,全三册 Python 3网络爬虫开发实战+用Python写网络爬虫 第2版+精通Python爬虫框,157.30,人民邮电出版社官方旗舰店,5
804,深度学习+机器学习实战（python基础教程指南） deep learning,179.60,文轩网旗舰店,100+
805,学习编程第一步 零基础上手Python开发,75.80,清华大学出版社,18万+
806,Python量化交易实战入门与技巧,60.70,中国铁道出版社,1000+
807,Python语言程序设计/高等学校计算机专业规划教材,33.10,清华大学出版社,10+
808,包邮 机器学习：使用OpenCV和Python进行智能图像处理 计算机与|8053731,44.80,互动出版网图书专营店,50+
809,数据科学导论：Python语言实现,40.40,机械工业出版社,200+
810,包邮 Effective Python：编写高质量Python代码的59|4912460,38.30,互动出版网图书专营店,10+
811,Python树莓派编程 从入门到实践 正版书籍,44.80,书香文网图书专营店,2
812,Python实用教程,39.90,电子工业出版社,1
813,疯狂Python讲义 李刚 9787121351976,64.90,博远慧达图书专营店,20+
814,智能Web算法（第2版）,65.60,电子工业出版社,1.4万+
815,Python 3网络爬虫开发实战,66.00,蓝墨水图书专营店,400+
816,从零开始学Python数据分析与挖掘,49.90,文轩网旗舰店,20+
817,高教版Python语言程序设计冲刺试卷（含线上题库 第2版）,47.50,高等教育出版社,3.5万+
818,Python数据挖掘入门与实践,42.00,文轩网旗舰店,70+
819,Python 3 面向对象编程（第2版）,49.50,电子工业出版社官方旗舰店,2
820,Python物理建模初学者指南,42.20,蓝墨水图书专营店,9
821,Python3面向对象编程(第2版),76.20,文轩网旗舰店,30+
822,Python机器学习 第2版(影印版),76.30,文轩网旗舰店,3
823,Python从小白到大牛,65.90,文轩网教育考试专营店,10+
824,Python高性能(第2版),42.40,文轩网旗舰店,10+
825,Python语言程序设计,63.00,文轩网少儿专营店,30+
826,Python贝叶斯分析,51.80,文轩网旗舰店,10+
827,零基础学Python,59.20,文轩网少儿专营店,3
828,基于Python的大数据分析基础及实战 Python编程,36.30,华心图书专营店,50+
829,谁说菜鸟不会数据分析（Python篇）python编程常用数据处理与分析书籍,46.90,广州瑞雅图书专营店,6
830,包邮 Python金融大数据挖掘与分析全流程详解 王宇韬 房宇亮 肖金鑫|8062446,59.00,互动出版网图书专营店,3
831,像计算机科学家一样思考Python 第2版 绝技核心编程基础视频教程网络爬虫入门书籍,32.00,墨马图书旗舰店,30+
832,Python 快速入门 第3版 Python编程基础教程从入门到实践书籍,61.80,蓝墨水图书专营店,5
833,二级Python编程指南/21世纪高等学校计算机基础实用规划教材,39.40,清华大学出版社,7
834,Python 3.x基础教程,65.60,京东自营,2700+
835,Python深度学习 人工智能机器学习经典教程 进行深度学习的探索实践 Keras之父 谷歌人工智能,74.80,润知天下图书专营店,20+
836,对比Excel 轻松学习Python数据分析 数据分析师用书 系统学习数据分析 Excel,45.80,布克专营店,6
837,PYTHON数据分析基础教程/王斌会,42.80,京东自营,20+
838,正版包邮 Python程序设计基础 第2版 董付国+Python程序设计实验指导书,69.80,蓝墨水图书专营店,30+
839,正版包邮 Python程序设计 张莉 高等教育出版社9787040512427高等学校程序设计课程,31.90,普乐图书专营店,7
840,Python程序设计基础(上海市高等学校计算机等级考试二级推荐教材普通高等教育十三五,26.82,博库网旗舰店,30+
841,董付国 Python程序设计基础第二版2版+Python程序设计实验指导书 计算机系列教材 2本,69.80,兰兴达图书专营店,200+
842,Python学习手册（套装上下册）（原书第5版）,151.00,静默时光图书专营店,2
843,Python新手学Django2.0架站的16堂课(第2版),65.86,博库网旗舰店,3
844,树莓派开发实战 第2版 树莓派 Raspberry Pi Python 实战,66.75,人民邮电出版社官方旗舰店,10+
845,包邮 量化交易之路：用Python做股票量化分析|6479749,57.80,互动创新图书专营店,3
846,Python核心编程 第3版 [美]卫斯理 春(Wesley Chun) 97871154,54.45,博远慧达图书专营店,200+
