,title,price,shop,commit
1202,Python机器学习 5个数据科学家案例解析书籍 python机器学习入门教程书,39.00,书海寻梦图书专营店,1
1203,基于Python的金融分析与风险管理+Python金融大数据挖掘与分析全流程详解+量化交易之路,225.60,蓝墨水图书专营店,1
1204,Python游戏编程快速上手 第4版 python游戏编程入门教程书籍,47.60,旷氏文豪图书专营店,1
1205,图灵教育 深度学习入门 基于Python3的理论与实现 从零创建深度学习模型 深度学习入门经典畅销,44.25,人民邮电出版社官方旗舰店,3
1206,OpenCV 3和Qt5计算机视觉应用开发+OpenCV算法精解 基于Python与C++书籍,126.50,品阅轩图书专营店,1
1207,现货 python语言程序设计基础 第2版嵩天 礼欣 黄天羽 教育部大+Python程序设计,76.40,义博图书专营店,80+
1208,Python机器学习基础教程 编程语言与程序设计 人工智能,58.30,华心图书专营店,10
1209,Python统计分析 Python应用编程 利用Python进行数据分析 python数据分析统计,51.40,启梦扬帆图书专营店,1
1210,python基础教程 零基础学Python3编程从入门到实践 精通计算机程序设计pathon核心技,48.95,常州新华书店图书专营店,1
1211,2册 自学是门手艺+零基础轻松学Python 全2册python编程从入门到精通实践Python语,85.30,翔坤图书专营店,0
1212,Python 3.6零基础入门与实战+Python网络爬虫实战（2版）2本,91.00,旷氏文豪图书专营店,40+
1213,现货包邮 Python编程从0到1（视频教学版）张頔 计算机编程Python入门|8062662,51.30,互动创新图书专营店,1
1214,包邮从零开始自己动手写区块链+白话区块链 Python语言区块链开发技术教程书籍,94.00,书海寻梦图书专营店,0
1215,Python 3网络爬虫开发实战 项目开发教程书籍 分布式视频爬虫录音爬虫编写 数据爬取技术 pys,65.60,馨园青图书专营店,1
1216,基于Python的大数据分析基础及实战 余本国 Python数据分析基础书籍,48.80,蓝墨水图书专营店,1
1217,Python游戏编程快速上手（第4版） 游戏开发实战指南 计算机编程,37.20,辽宁出版集团图书专营店,1
1218,包邮 PySpark实战指南：利用Python和Spark构建数据密集型|6877019,31.80,互动创新图书专营店,30+
1219,Python从入门到项目实践（超值微视频版）/软件开发魔典,81.50,京东自营,1
1220,物联网应用设计与实战：基于AVR单片机和Python,56.10,机械工业出版社,2900+
1221,包邮Spark数据分析 基于Python语言+PySpark实战指南书籍,91.60,蓝墨水图书专营店,6
1222,现货【2019李笑来新作】自学是门手艺 没有自学能力的人没有未来 Python编程自学教程书籍,58.80,荣丰通达图书专营店,60+
1223,Python项目案例开发从入门到实战——爬虫、游戏和机器学习（从入门到实战·微课视频）,59.90,清华大学出版社旗舰店,300+
1224,DK编程真好玩 9岁开始学PYTHON 爱心树童书,81.40,文轩网旗舰店,9
1225,正版 基于Python的金融分析与风险管理 科技金融大数据风控金融分析师教程量化交易金融市场技术分,88.70,布克专营店,1
1226,少博士趣学Python 湖北新华书店正版图书籍,49.54,湖北新华书店图书专营店,6
1227,谁说菜鸟不会数据分析（Python篇+入门篇+SPSS篇+工具篇）办公常用数据处理与方法,179.80,广州瑞雅图书专营店,9
1228,高效算法 竞赛 应试与提高必修128例,44.90,京东自营,7.7万+
1229,笨办法学Python 3,30.60,华心图书专营店,0
1230,像计算机科学家一样思考Python 第2版 绝技核心编程基础视频教程网络爬虫入门书籍,32.00,润知天下图书专营店,5
1231,全新正版书籍 Python程序设计习题解析 周元哲 清华大学出版社 97873024664,23.80,恒久图书专营店,0
1232,正版 高教版PYTHON语言程序设计冲刺试卷含线上题库 黄天羽 高教,35.30,中国法律图书旗舰店,3
1233,DK编程真好玩 9岁开始学Python 憨爸 适合9岁以上儿童,63.22,书虫图书专营店,3
1234,Python参考手册 第4版 修订版 [美]大卫 M.比兹利(David M.Beazle,51.62,博远慧达图书专营店,10+
1235,2019年全国计算机等级考试二级教程 Python语言程序设计 Python程序设计 计算机二级考试,33.50,布克专营店,30+
1236,深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序设计图书,49.00,五兄弟图书专营店,0
1237,正版Python机器学习手册 从数据预处理到深度学习 puthon语言编程教程书籍 深度学习入门教程,65.50,华智书源图书专营店,0
1238,包邮Python自动化测试实战+Selenium2自动化测试实战 基于Python语言,97.60,荣丰通达图书专营店,0
1239,Python人脸识别 从入门到工程实践+机器学习:使用OpenCV和Python进行智能图像处理书籍,161.50,品阅轩图书专营店,10+
1240,Python大学教程,21.00,电子工业出版社官方旗舰店,0
1241,全栈数据之门,75.10,电子工业出版社,300+
1242,Python3从入门到实战,67.00,电子工业出版社,0
1243,【正版特价】Python数据挖掘：概念、方法与实践 计算机与互联网 |230328,28.30,互动出版网图书专营店,6
1244,套装2册 流畅的Python+Python高性能编程  python编程教程书籍 pyt,160.60,弗洛拉图书专营店,2
1245,面向自然语言处理深度学习用Python创建神经网络+Python自然语言处理,215.60,品阅轩图书专营店,2
1246,包邮 Python高效开发实战+Python Web开发实战+Flask Web开发书籍 3本,263.00,旷氏文豪图书专营店,20+
1247,从问题到程序 用Python学编程和计算,46.00,蓝墨水图书专营店,5
1248,Python数据分析与应用 大数据分析 人民邮电出版社,26.10,辽宁出版集团图书专营店,0
1249,Python快乐编程 网络爬虫 21世纪高等学校计算机专业实用规划教材书籍,35.60,春雨图书专营店,1
1250,Python数据结构与算法分析*二2版 数据结构算法入门 python语言实现 Python编程入,57.70,华文兄弟图书专营店,1
1251,Flask Web开发 基于Python的Web应用开发实战 第2版 书籍,48.80,蓝墨水图书专营店,40+
1252,包邮 Flask Web开发 基于Python的Web应用开发实战 2版 +Python Cook,129.00,旷氏文豪图书专营店,3
1253,包邮3册Python FlaskWeb开发入门与项目实战+FlaskWeb开发实战入门进阶与原理解析,229.80,书海寻梦图书专营店,3
1254,Python程序设计基础,25.90,电子工业出版社官方旗舰店,20+
1255,包邮 Python Linux系统管理与自动化运维 计算机与互联网 |6550978,57.80,互动出版网图书专营店,100+
1256,"Python Crash Course, 2nd Edition",347.00,澜瑞外文Lanree图书专营店,2
1257,零基础入门学Python+零基础入门学C语言+零基础编程入门学Scratch 3册 小甲鱼  pat,220.00,中易冷图书专营店,1
1258,包邮 虫术 Python绝技 +Python 3网络爬虫开发实战+用Python写网络爬虫书籍 3本,181.60,春雨图书专营店,2
1259,正版 python基础教程核心技术网络零基础学Python3.5编程从入门到实践 精通计算机程序设计,69.80,中国法律图书西安旗舰店,0
1260,正版 python基础教程核心技术网络零基础学Python3.5编程从入门到实践 精通计算机程序设计,69.80,中国法律图书西安旗舰店,0
1261,共十本 云计算部署实战 Web开发实战 Python开发向导 大型网站架构与自动化运维网络原理与应用,315.75,品阅轩图书专营店,7
1262,正版 Python网络爬虫从入门到实践 零基础自学Python编程从入门到精通教程书籍,49.00,城市绿洲图书专营店,0
1263,给Python点颜色 青少年学编程 人民邮电出版社 编程真好玩青少年编程入门 Python少儿编程,60.44,睿畅图书专营店,0
1264,SERVERLESS架构应用开发:PYTHON实现,47.20,文轩网旗舰店,0
1265,【正版包邮】Python学习手册 原书第4版,95.00,葫芦弟弟图书旗舰店,0
1266,Python程序从零基础到项目实战 9787517067146,46.30,泰源博文图书专营店,1
1267,Python黑客攻防入门,43.90,文轩网旗舰店,10+
1268,Python编程 从入门到实践 Python3.5编程入门图书 机器学习 数据处理 网络爬虫热书,62.00,书香神州图书专营店,1
1269,官方正版 python编程基础学手册 python编程入门经典书籍 从入门到精通Python程序设计,86.00,东宇盛图书专营店,1
1270,Python量化交易 策略技巧与实战+Python量化交易书籍 2本,144.60,旷氏文豪图书专营店,1
1271,Python程序设计(第2版),40.20,文轩网旗舰店,7
1272,Python生物信息学数据管理,34.50,电子工业出版社官方旗舰店,0
1273,Python金融大数据挖掘与分析全流程详解 金融数据挖掘企业风险预警 智能投资分析量化金融交易 书籍,70.00,墨马图书旗舰店,1
1274,正版 Python编程基础与案例集锦 中学版 中学生学习人工智能Python语言自学 Python,35.30,布克专营店,6
1275,Python数据分析与实践,47.10,文轩网旗舰店,2
1276,Python机器学习及实践,37.70,文轩网旗舰店,80+
1277,Python程序设计基础,25.80,文轩网教育考试专营店,4
1278,Python数据分析与挖掘实战/大数据技术丛书,47.00,福州金榜图书专营店,30+
1279,Python数据可视化编程实战,37.20,文轩网旗舰店,30+
1280,Python Qt GUI快速编程,57.50,文轩网旗舰店,30+
1281,数据结构 Python语言描述 [美] Kenneth A. Lambert 兰伯特 97,37.95,博远慧达图书专营店,20+
1282,图灵教育 算法图解 算法基础书 Python,38.70,人民邮电出版社官方旗舰店,10+
1283,图灵教育 Python机器学习基础教程,59.25,人民邮电出版社官方旗舰店,2
1284,基于Python的大数据分析基础及实战(Python3.6版本),48.80,文轩网教育考试专营店,3
1285,包邮 Python编程 从入门到实践 Python3.5编程书籍,57.60,旷氏文豪图书专营店,8
1286,Python全栈开发实践入门 谢瑛俊著 9787121328114,39.68,博远慧达图书专营店,4
1287,流畅的Python python数据分析代码大全入门到精通教程,139.00,华心图书专营店,2
1288,零起点Python足彩大数据与机器学习实盘分析,76.10,文轩网教育考试专营店,4
1289,流畅的Python + TensorFlow技术解析与实战 精通Python畅销,166.00,文轩网旗舰店,20+
1290,包邮 Python数据挖掘与机器学习实战 方巍 |8059668,51.30,互动出版网图书专营店,5
1291,跟老齐学Python:Django实战 齐伟 9787121325724,39.68,博远慧达图书专营店,10+
1292,Deep Learning with Python,590.00,澜瑞外文Lanree图书专营店,6
1293,算法与程序设计基础（Python版）,31.90,清华大学出版社,50+
1294,Python程序设计基础教程,33.30,人民邮电出版社,3
1295,Python网络爬虫实例教程(视频讲解版) 齐*光 9787115484659,27.39,博远慧达图书专营店,2
1296,包邮 教孩子学编程 Python语言版 Python入门教程书籍,43.90,兰兴达图书专营店,40+
1297,树莓派Python编程入门与实战(第2版),53.10,文轩网旗舰店,10+
1298,疯狂Python讲义 Python编程从入门到实践教程书,61.30,华心图书专营店,2
1299,编程导论 以Python为舟 Python语言编程入门教程书籍,49.80,蓝墨水图书专营店,20+
1300,算法图解 算法基础书 基于Python语言,33.00,经纶风图书专营店,60+
1301,从零开始学Python数据分析与挖掘,52.64,博库网旗舰店,2
1302,Python性能分析与优化,31.90,文轩网旗舰店,9
1303,Python机器学习算法 赵志勇 9787121313196,39.68,博远慧达图书专营店,30+
1304,Python数据分析与数据化运营(第2版),126.43,凤凰新华书店旗舰店,2
1305,python语言程序设计基础第二版嵩天python编程入门Python编程从入门到实践python,38.90,博雅文苑图书专营店,3
1306,果果老师 真好玩python教孩子编程 青少年少儿儿童学python编程教程教材 零基础学pytho,98.70,瀚海图书专营店,5
1307,自动化平台测试开发：Python测试开发实战 邹辉 9787121342905,39.68,博远慧达图书专营店,10+
1308,正版 跟孩子一起玩编程——Python编程快速入门 小小的Python编程故事 少儿编程 青少年编,47.70,书虫图书专营店,3
1309,语言程序设计基础(第2版)嵩天 Python编程从入门到实践 基础教程 python书籍,32.00,书墨飘香图书专营店,3
1310,Python带我起飞入门进阶商业实战 Python教程书籍 爬虫项目机器学习人工智能数据分析 人脸,54.50,广州瑞雅图书专营店,2
1311,Python数据分析基础 入门基础教程 利用Python进行数据分析,69.00,华心图书专营店,8
1312,包邮疯狂Python讲义 李刚+Python从小白到大牛 关东升零基础学Python书籍,149.00,蓝墨水图书专营店,3
1313,Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,48.50,蓝墨水图书专营店,70+
1314,Python 金融大数据分析 python3爬虫数据分析 入门基础教程 金融分析处理与开发,73.20,墨马图书旗舰店,3
1315,Python机器学习 预测分析核心算法 [美] Michael Bowles   鲍尔斯,37.95,博远慧达图书专营店,10
1316,Python游戏编程快速上手 第4版 计算机网络 程序设计制作流程书 游戏编程入门,51.00,弗洛拉图书专营店,8
1317,包邮 实用卷积神经网络:运用Python实现高级深度学习模型|8058118,44.80,互动创新图书专营店,8
1318,Python高手之路 第3版 【法】朱利安·丹乔(Julien Danjou) 97871,30.25,博远慧达图书专营店,8
1319,人工智能基础教程：Python篇（青少版）AI入门指南 青少年人工智能技术水平测试用书,35.00,荣丰通达图书专营店,4
1320,正版 Python从小白到大牛 编程语言与程序设计 python教程零基础学 pytho,61.20,弗洛拉图书专营店,5
1321,Selenium 3+Python 3自动化测试项目实战：从菜鸟到高手书籍,45.28,荣丰通达图书专营店,2
1322,正版书籍 Python GUI设计 tkinter菜鸟编程 洪锦魁使用tkinter设计GUI W,64.20,恒久图书专营店,2
1323,现货Python 3网络爬虫开发实战+Python网络爬虫从入门到实践 python语言编程教程书,108.00,书海寻梦图书专营店,5
1324,Python 3.7从零开始学 笨方法学python编程快速上手从入门到精通 语言程序设,56.00,书香神州图书专营店,9
1325,【正版】Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Matplotli,86.00,三新文化图书专营店,10+
1326,【R】深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序设计,34.30,三新文化图书专营店,10+
1327,正版 Python文本分析 自然语言处理NLP技术书籍 词汇语义关系网络模型 Pytho,62.60,弗洛拉图书专营店,2
1328,异步图书 精通Python爬虫框架Scrapy Scrapy入门 软件架构开发设计教程,44.25,人民邮电出版社官方旗舰店,6
1329,少博士趣学Python 周安琪 著 少儿编程入门书 儿童编程书 青少年学编程从入门到精通,39.00,墨马图书旗舰店,4
1330,Python新手使用Django架站的16堂课  Python入门教程书籍 Dj,61.20,布克专营店,20+
1331,包邮 Python深度学习 deep learning with python中文版人工智能机器学,82.60,荣丰通达图书专营店,10
1332,深度学习之PyTorch实战计算机视觉 唐进民 电子工业出版社,39.50,品阅轩图书专营店,0
1333,正版 PYTHON统计分析 （奥）哈斯尔万特 人民邮电 9787115493842,60.00,重庆中法图书业有限公司旗舰店,2
1334,Python 3.7从零开始学 笨方法学python编程快速上手从入门到精通 语言程序设计基础教程,45.50,墨涵图书专营店,6
1335,你也能看得懂的python算法书 python基础教程从入门到精通书籍,39.80,蓝墨水图书专营店,20+
1336,机器学习实战（python基础教程指南）python机器概念书籍 计算机电脑程序设计开发 人工智能开,46.00,墨涵图书专营店,5
1337,小天才学Python+全国青少年机器人技术等级考试一二三四级教材 机器人基础技术教学+智能硬件项,108.00,蓝墨水图书专营店,7
1338,Python数字信号处理应用 Python在DSP中应用教程 Python基础,33.75,人民邮电出版社官方旗舰店,2
1339,Python程序设计开发宝典 董付国 深入剖析Python 3.5.x 3.6.x 3.7,46.70,蓝墨水图书专营店,20+
1340,Python算法与程序设计基础(第2版)（21世纪高等学校计算机基础实用规划教材）,42.90,清华大学出版社,30+
1341,Python编程从入门到精通 实践视频教程 python语言学习零基础学编程基础,52.80,友杰图书专营店,30+
1342,包邮Python3爬虫 数据清洗与可视化实战+Python数据分析入门 从数据获取到可视化,80.80,蓝墨水图书专营店,20+
1343,Python从入门到项目实践python项目开发案例集锦 Python编程锦囊 基础教程语言程序设计,162.90,墨马图书旗舰店,2
1344,现货Python神经网络编程 深度学习机器学习人工智能书籍 神经网络编程入门教程书,51.00,荣丰通达图书专营店,20+
1345,正版 Python编程无师自通——专业程序员的养成 算机与互联网 编程语言与程序设计 计算机,38.60,布克专营店,5
1346,2本 基于Python的大数据分析基础及实战+Python编程从零基础到项目实战,80.70,华心图书专营店,0
1347,正版全新OpenCV3和Qt5计算机视觉应用开发+机器学习使用OpenCV和Python进行智能图像,117.50,华智书源图书专营店,2
1348,读故事学编程——Python王国历险记（双色）,54.50,电子工业出版社官方旗舰店,0
1349,Python与AI编程(上) 中学版,28.40,文轩网旗舰店,3
1350,计算机科学导论以PYTHON为舟(第2版)/沙行勉,40.20,文轩网旗舰店,9
1351,精通数据科学 从线性回归到深度学习 数据科学入门到实战教程基于Python建模 人工智能机器学习算法,98.01,凤凰新华书店旗舰店,20+
1352,PyTorch深度学习入门 曾芃壹深度学习框架Pytorch教程 Python神经网络编程人工智能,38.40,东润堂图书专营店,2
1353,Python 语言构建机器学习系统 第2版（影印版）,64.60,南京东南大学出版社,100+
1354,官方正版 Python大学实用教程 编程语言的基本知识 Python开发环境的配置 本研教材书籍,26.00,电子工业出版社官方旗舰店,10
1355,包邮 中学生可以这样学Python+Python编程基础与案例集锦 中学版  2本  Python,65.60,兰兴达图书专营店,4
1356,PyTorch深度学习入门 曾芃壹深度学习框架Pytorch教程 Python神经网络编程人工智能,47.20,人民邮电出版社官方旗舰店,2
1357,Python程序设计与算法基础教程 第2版 微课版,44.25,中图天下图书专营店,10+
1358,精通数据科学 从线性回归到深度学习 基于Python建模 人工智能机器学习算法教程,74.25,人民邮电出版社官方旗舰店,10+
1359,投资学及其Python应用 朱顺泉 金融资产时间价值投资收益风险资产组合均值方差定价指数模型套利定价,35.77,南京中译图书专营店,1
1360,包邮 人工智能基础教程：Python篇（青少版）AI入门指南 青少年人工智能技术水平测试用书,37.50,兰兴达图书专营店,2
1361,自然语言处理入门 HanLP作者何晗 NLP书 Python/Java代码实现,70.60,旷氏文豪图书专营店,0
1362,正版 PYTHON语言程序设计基础（第2版） 嵩天 高教 9787040471700,33.50,中国法律图书西安旗舰店,3
1363,物联网Python开发实战,34.50,电子工业出版社官方旗舰店,6
1364,利用Python进行数据分析,70.30,机械工业出版社,4.6万+
1365,Python与神经网络实战+Python与机器学习实战：决策树、集成学习、支持向量机与神经网络,103.60,旷氏文豪图书专营店,10+
1366,人民邮电基于Python的金融分析与管理斯文著科技金融大数据风控金融分析师教程量化交易金融市场技,88.50,新世纪图书专营店,1
1367,我的Python世界 青少年儿童编程系列图书,49.50,文轩网旗舰店,10+
1368,Python程序设计/浙江大学出版社,33.80,浙江大学出版社旗舰店,1
1369,PYTHON渗透测试编程技术:方法与实践,44.60,文轩网旗舰店,5
1370,现货包邮 Python程序设计实用教程 全国高等院校应用型创新规划教材·计算机系列 清华大学出版社,43.80,华文乐章图书专营店,3
1371,PYTHON全案例学习与实践,103.70,文轩网旗舰店,0
1372,区域包邮贝叶斯思维:统计建模的Python学习法+统计思维：程序员数学之概率统计  2本,73.00,蓝墨水图书专营店,20+
1373,包邮春哥区块链创业记+从零开始自己动手写区块链+白话区块链 Python语言区块链开发技术书籍,132.60,蓝墨水图书专营店,0
1374,Python程序设计基础第二版 董付国 计算机系列教材 Python程序设计教材辅导书,33.60,兰兴达图书专营店,3
1375,正版现货 Python语言程序设计基础(第2版),25.40,妙语书言图书专营店,10
1376,现货包邮Python学习手册（原书第5版）上下册2本/计算机编程设计书籍|8053406,142.30,互动创新图书专营店,30+
1377,Python编程 从入门到实践 核心编程语言书籍 计算机程序设计从零到精通到实践手册,69.90,鼎甲图书专营店,200+
1378,Python程序设计实例教程,40.40,机械工业出版社,2
1379,啊哈编程星球 一本书入门Python和C++ 啊哈磊 啊哈编程 中小学生编程入门书籍,60.80,蓝墨水图书专营店,4
1380,Abaqus GUI程序开发指南（Python语言）,31.90,辽宁出版集团图书专营店,0
1381,Python基础实例教程(微课版) 韦玮 9787115487131,27.39,博远慧达图书专营店,1
1382,Python应用编程丛书:解析Python网络爬虫：核心技术、Scrapy框架、分布式爬虫,36.40,一键团图书专营店,0
1383,人工智能在信用债投资领域的应用：Python语言实践,65.60,清华大学出版社,90+
1384,Python入门经典：以解决计算问题为导向的Python编程实践 [美] William F.Pun,79.00,华宇天祥图书专营店,3
1385,2本神经网络与深度学习实战:Python+Keras+TensorFlow+深度学习之图像识别书,146.60,书海寻梦图书专营店,3
1386,Python编程与人工智能启蒙 中小学教辅 书籍,20.30,读买天下图书专营店,8
1387,PYTHON从入门到精通,41.40,文轩网旗舰店,10+
1388,多元统计分析——R与Python的实现,32.50,文轩网教育考试专营店,0
1389,Python 黑帽子：黑客与渗透测试编程之道,27.50,电子工业出版社官方旗舰店,6
1390,Python数据可视化之matplotlib精进,34.50,电子工业出版社官方旗舰店,2
1391,AI的幕后英雄：Python 中小学人工智能精品课程系列丛书,61.30,华东师范大学出版社,300+
1392,Python在机器学习中的应用书籍,58.60,蓝墨水图书专营店,0
1393,自动化平台测试开发(Python测试开发实战),50.50,淘乐思图书专营店,0
1394,Head First编程之旅(Python语言描述),62.64,博库网旗舰店,0
1395,PYTHON 3.7网络爬虫快速入门,40.20,文轩网旗舰店,0
1396,跟着迪哥学PYTHON数据分析与机器学习实战,65.40,文轩网旗舰店,0
1397,Python 3标准库 9787111608950,125.40,鸿图卓越图书专营店,0
1398,Python编程从入门到实践 机器学习数据处理网络爬虫热门编程语言等计算机书籍,69.80,天都图书专营店,5
1399,Learning Python: Powerful Object-Oriented,498.00,中国进口图书旗舰店,10+
1400,正版2019新书 地图时空大数据爬取与规划分析教程 秦艺帆 石飞 Python数据采集与分析 Arc,55.00,华智书源图书专营店,1
1401,【R】Python社会媒体挖掘 数据科学数据挖掘网络数据分析教程书籍,46.92,三新文化图书专营店,4
1402,现货包邮 高教版Python语言程序设计冲刺试卷含上线题库第2版 全国计算机等级二级Python试卷,38.80,华文乐章图书专营店,600+
1403,"Python 并行编程手册 [意大利] Giancarlo,Zaccone（詹卡洛 扎克",33.93,博远慧达图书专营店,10+
1404,人工智能原理与实践 基于Python语言和TensorFlow,39.80,人民邮电出版社官方旗舰店,0
1405,解析Python网络爬虫--核心技术Scrapy框架分布式爬虫/Python应用编程,43.65,博库网旗舰店,0
1406,Python 3.x程序设计基础周元哲,36.00,华宇天祥图书专营店,4
1407,"Bioinformatics with Python Cookbook, Secon...",448.00,澜瑞外文Lanree图书专营店,3
1408,Python机器学习算法,35.80,华心图书专营店,0
1409,Python贝叶斯分析,53.79,博库网旗舰店,0
1410,micro:bit魔法修炼之Mpython初体验,49.50,人民邮电出版社,40+
1411,Python程序设计基础教程,35.10,机械工业出版社,10+
1412,官方正版 Python数据分析基础教程 王斌会编著 电子工业出版社 本研教材书籍,22.50,电子工业出版社官方旗舰店,0
1413,【全2册】深度学习+Python深度学习 花书deeplearning Keras之父著作 人工智,221.50,世纪书缘专营店,1
1414,正版全新 Python 3.7从入门到精通+Python 3.7从零开始学书籍,123.60,华智书源图书专营店,0
1415,正版 PYTHON3.X基础教程 史卫亚 北大 9787301304501,55.20,中国法律图书旗舰店,0
1416,Python深度学习 人工智能机器学习经典教程 进行深度学习的探索实践 Keras之父 谷歌人工智能,74.80,墨涵图书专营店,0
1417,PYTHON DJANGO WEB典型模块开发实战,73.80,文轩网旗舰店,2
1418,【正版特价】Python文本分析|231495,37.90,互动创新图书专营店,0
1419,Python金融衍生品大数据分析：建模、模拟、校准与对冲,49.50,电子工业出版社官方旗舰店,0
1420,Python Qt GUI与数据可视化编程 pyqt5教程书籍 pyqt5快速开发,51.40,翔坤图书专营店,0
1421,包邮 Python程序设计与问题求解（原书第2版）|8060080,64.30,互动创新图书专营店,0
1422,Python入门(影印版),72.10,聚雅图书专营店,0
1423,机器学 python机器学及实践  从零开始通往Kaggle竞赛之路 程序设计机器人系统设计与制作,99.10,星光麦特图书专营店,1
1424,Python 3.0科学计算指南 SymPy matplotlib Python编程 数,51.75,人民邮电出版社官方旗舰店,0
1425,包邮 Python+Tensorflow机器学习实战+Python人脸识别从入门到工程实践书籍,168.60,旷氏文豪图书专营店,0
1426,Python 3.0科学计算指南SymPy matplotlib Python编程 数据处理,67.62,凤凰新华书店旗舰店,0
1427,正版 Python Web开发实战 董伟明 电子工业出版社书,102.90,安徽新华书店图书专营店,0
1428,正版深度学习之TensorFlow工程化项目实战 基于TensorFlow框架和Python技术实现,132.00,华智书源图书专营店,1
1429,数据结构 Python语言描述书籍,48.80,蓝墨水图书专营店,5
1430,scikit-learn机器学习 第2版 Python语言编写机器学习算法库 Python编程方法技,56.10,宏博汇嘉图书专营店,1
1431,深度学习案例精粹 python深度学习机器学习教程 Tensorflow实战教程 机器学习实战 自,57.90,东润堂图书专营店,0
1432,Python自动化运维：技术与佳实践 9787111483069,44.20,广知林图书专营店,0
1433,赠源代码 Python 深度学习 deep learning with python中文版 自然语,119.00,番茄雅图书专营店,1
1434,包邮 Python人工智能项目实战 计算机与互联网 |8064457,55.30,互动出版网图书专营店,0
1435,Python Cookbook(第3版)中文版 人民邮电出版社 （美）,96.00,爱德雅图书专营店,0
1436,正版 Python机器学习 深度学习 算法 人工智能 神经网络 Python机器学习实用教程 程序员,59.40,兴阅图书专营店,1
1437,正版 深度学习入门 基于Python的理论与实现 鱼书 Python深度学习神经网络编程,42.80,友杰图书专营店,1
1438,机器学习+python机器学习及实践——从零开始通往Kaggle竞赛之路 程序设计,85.60,布克专营店,1
1439,Python and Tkinter Programming,566.00,澜瑞外文Lanree图书专营店,1
1440,正版 物联网应用设计与实战 基于AVR单片机和Python 物联网设备设计制作实践操作指南 Pyth,42.10,兴阅图书专营店,3
1441,Python神经网络编程 深度学习人工智能机器学习入门教程书籍,43.47,武进新华图书专营店,0
1442,包邮 算法交易员会赚钱的人工智能+Python算法教程+挑战程序设计竞赛2+数据结构与算法图解书籍,321.60,兰兴达图书专营店,1
1443,Data Structures and Algorithms with Python,527.00,澜瑞外文Lanree图书专营店,4
1444,Python GUI Programming with Tkinter,506.00,澜瑞外文Lanree图书专营店,2
1445,Python网络编程 第3版 [美] 布兰登·罗德(Brandon Rhodes) 978,43.45,博远慧达图书专营店,5
1446,Head First Python(第二版) 9787519813635,79.00,末桥图书专营店,0
1447,从AI模型到智能机器人 基于 Python 与 TensorFlow AI软件开发技术 AI机器学,41.00,华心图书专营店,0
1448,Python数据分析与大数据处理从入门到精通,73.60,北京大学出版社,1
1449,Python高级编程 {法}Tarek Ziade 著 人民邮电出版社,35.00,北京虎彩图书专营店,10+
1450,scikit-learn机器学习 *2版 掌握Python机器学习的有效工具 搞定scikit-l,41.30,华文兄弟图书专营店,0
1451,Python 3爬虫、数据清洗与可视化实战,24.50,电子工业出版社官方旗舰店,7
1452,Python数据分析与应用 NumPy数值计算基础教程书籍 Matplotlib数据可视,39.20,布克专营店,40+
1453,从零开始学Redis 基于Java SpringBoot Python的Redis实例操,46.20,华心图书专营店,4
1454,PYTHON 3爬虫.数据清洗与可视化实战,35.40,文轩网旗舰店,20+
1455,【全3册】啊哈编程星球 一本书入门Python和C++啊哈C语言！逻辑的挑战 修订版+啊哈!算法 啊,140.90,一键团图书专营店,0
1456,零基础入门学习Python 小甲鱼 python编程从入门到精通实践 pathon3.5语言程序设计,41.60,鸿德伟志图书专营店,0
1457,包邮数据科学实战手册 第2版+从零开始学Python数据分析与挖掘 Python数据分析师书籍,110.60,蓝墨水图书专营店,0
1458,正版Python编程无师自通 专业程序员的养成 计算机科学知识Python编程初学者入门教材书  计,41.90,长沙爱阅图书专营店,0
1459,正版 面向ArcGIS的 Python 脚本编程 ArcGIS for Desktop专业用户Py,38.70,布克专营店,0
1460,自然语言处理入门 HanLP作者何晗 NLP书籍 Python/Java代码实现 人工智能机器学习语,76.20,南京中译图书专营店,0
1461,2册 Python游戏编程入门+Python和Pygame游戏开发指南 编程从零基础到项目 实战实例,78.50,墨涵图书专营店,0
1462,套装全3册 零基础学Python+Python项目开发案例集锦+Python从入门到项目实践 pyt,188.10,北京书在梦香图书专营店,0
1463,零起点Python大数据与量化交易  Python量化投资基础入门书 大数据时代的金融 量化交易,68.30,广州瑞雅图书专营店,0
1464,Python编程从入门到实践+Python编程快速上手+Python极客项目编程3册,158.90,墨涵图书专营店,1
1465,2019新书 自然语言处理入门 HanLP作者何晗 NLP书籍 Python/Java代码实现 人工,76.20,云聚算图书专营店,0
1466,包邮Selenium 3+Python 3自动化测试项目实战：从菜鸟到高手+WebDriver3.0,112.00,蓝墨水图书专营店,0
1467,Python量化交易 张杨飞 CTA策略 海龟策略 Python量化编程基础 以及详细解析vnpy架,76.20,南京中译图书专营店,0
1468,深度学习+Python深度学习 花书deeplearning Keras之父著作 人工智能机器学习,215.80,友杰图书专营店,1
1469,现货正版 Python3爬虫实战——数据清洗、数据分析与可视化 从零开始适合新手学习,38.80,北京童话图书专营店,0
1470,经济金融数据分析及其Python应用 朱顺泉 python语言编程教程书籍,31.80,蓝墨水图书专营店,0
